name,cuisine,location,rating,num_of_rating,price_for_two,url
Depaul's,Chinese,"Connaught Place, Connaught Place",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Barbeque Nation,"North Indian, Barbecue","Munshi Lal Building, Connaught Place, Connaught Place",4.0,100+ ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bikkgane Biryani,"Biryani, Mughlai","Opposite Pvr Rivoli, Connaught Place",4.0,1K+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Starbucks Coffee,"Beverages, Ice Cream","Hamilton House, Connaught Place",4.0,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ganesh Restaurant,"Restaurant ClosedNorth Indian, Mughlai","Gurudwara Road Chowk, Arya Samaj Road, Karol Bagh",4.0,1K+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The 2nd Wife,North Indian,"Shahdara, Krishna Nagar",3.9,20+ ratings,₹ 180,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bhalla King,"Fast Food, Chaat","Lajpat Nagar, Lajpat Nagar",3.9,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjabi Tikka Junction,"North Indian, Punjabi","Laxmi Nagar, Geeta Colony",3.9,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bharat Chicken Inn,"Opens next at 12 noon, tomorrowNorth Indian, Chinese","Krishna Nagar, Geeta Colony",3.9,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
For God's Cake,"Bakery, Beverages","South Campus, Moti Bagh",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nashta wala,"North Indian, Desserts","Nehru Nagar, Lajpat Nagar",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
KC restaurant,"Chinese, Asian","South Campus, Moti Bagh",3.9,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tandoor Style,"Mughlai, North Indian","Lajpat Nagar, Lajpat Nagar",3.9,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chaap King,"Indian, Tandoor","Defence Colony flyover market, Lajpat Nagar",3.9,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Beville by Weds & More,"Fast Food, Bakery","South Extension, South Extension",3.9,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Veer Ji Malai Chaap Wale,"North Indian, Chinese","Lajpat Nagar, Lajpat Nagar",3.9,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Amar Jyoti,"North Indian, Chinese","Sarojini Nagar, Sarojini Nagar",3.9,20+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Insta Pizza,"Pizzas, Italian","Jangpura, New Lajpat Nagar",3.9,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Aamantran Bangla,"Opens next at 9 am, tomorrowBengali","Pandav Nagar, Patparganj",3.8,50+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
De Sethi's Pick-n-carry,"Opens next at 4:47 pm, todayNorth Indian, Chinese","Lajpat Nagar 1, Lajpat Nagar",3.8,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sanskari Biryani,"Biryani, North Indian","South Extension, South Extension",3.9,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Yellow Chilli,"North Indian, Mughlai","V3S Mall Laxmi Nagar, Swasthya Vihar",3.8,20+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Burger Point,"Beverages, Snacks","guru nankpura gali number 4, Laxmi Nagar",3.9,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Break n rolls,"Opens next at 1:30 pm, todayFast Food, Chinese","Mayur Vihar, Ganesh Nagar",3.9,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chinese Hut Lajpat Nagar,Chinese,"Lajpat Nagar, Lajpat Nagar",3.9,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Grameen Kulfi,"Ice Cream, Desserts","Shakarpur, Shakarpur Khas",3.9,20+ ratings,₹ 120,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Fingerlicious(Vikas Marg),"Desserts, Bakery","Nirman Vihar Metro Station, Laxmi Nagar",3.9,500+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rollsking,"Fast Food, North Indian","Flyover market Defence Colony, Lajpat Nagar",3.9,500+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Hot N Cool,"Fast Food, Italian","Laxmi Nagar, Laxmi Nagar",3.9,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Namaste Foodcy (Shakarpur),"Chinese, North Indian","Laxmi Nagar, Shakarpur Khas",3.9,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Lodhi Knights,"Mughlai, Indian","Lodhi Colony, Delhi",3.9,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bihar Bhawan Canteen,"Opens next at 12:05 pm, tomorrowNorth Indian","Khan Market, Hauz Khas",3.9,50+ ratings,₹ 2,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Artful Baker,"Bakery, Desserts","Khan Market, Rabindra Nagar",3.9,20+ ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Wrapss Kathi Rolls,"Fast Food, Snacks","North Extension Area, Rajinder Nagar, Karol Bagh",3.9,1K+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Lazeez Kebab & Curries,"Opens next at 2 pm, todayNorth Indian, Chinese","Old Rajender Nagar, Old Rajinder Nagar, Rajinder Nagar",3.9,1K+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Arya Bhavan,"South Indian, Beverages","Karol Bagh, Karol Bagh",3.9,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Al Yamin,"Mughlai, Biryani","Old Delhi, Jama Masjid, Old Delhi",3.9,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Qureshi Kabab Corner (Old Delhi Original),"Opens next at 3 pm, todayKebabs, Mughlai","Jama Masjid, Jama Masjid, Old Delhi",3.9,100+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
EatFit,"Healthy Food, Pizzas","Laxmi Narain Street, karol Bagh",4.0,100+ ratings,₹ 270,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Desi Mojo,"North Indian, Continental","Paharganj, Bharat Nagar, Paharganj",3.9,1K+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sachdeva's  Multi Cuisine Joint,"Opens next at 10 am, tomorrowChinese, North Indian","Mirdad Road, Barakhamba",3.9,20+ ratings,₹ 149,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tadka 4986,"Opens next at 1:15 pm, todayNorth Indian, Chinese","Nehru Bazaar, Paharganj, Paharganj",3.9,50+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Wow! Momo,"Tibetan, Healthy Food","New Delhi Railway Station, Connaught Place",3.9,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Handi Chhadeyan Di (Since 2012),"North Indian, Chinese","Connaught Place, Cannaught Place",3.9,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rooh Burger Cafe,"American, Fast Food","Connaught Place, Connaught Place",3.9,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bikanervala,"North Indian, Snacks","Connaught Place, Connaught Place",3.9,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Lazeez Affaire,"Indian, Chinese","Connaught Place, Connaught Place",3.9,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjab Grill,Indian,"JANPATH, Janpath",3.8,50+ ratings,₹ 900,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Embassy,Indian,"Connaught Place, Connaught Place",3.9,20+ ratings,₹ 1400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Jain Chawal Wale,"North Indian, Snacks","Connaught Place, Connaught Place",3.9,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nazeer Foods,"North Indian, Biryani","Cannaught place, Connaught Place",3.9,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sagar Ratna,"South Indian, North Indian","Outer Circle, Connaught Place",3.9,100+ ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bhape Da Hotel,North Indian,"Connaught Place, Barakhamba",3.9,100+ ratings,₹ 850,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
UBQ by Barbeque Nation,"North Indian, Barbecue","Munshi Lal Building, Connaught Place, Connaught Place",3.9,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rooh Burger Cafe,"American, Fast Food","Connaught Place, Connaught Place",3.9,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Delhi6 Bedmi Poori,"North Indian, Snacks","Lajpat Nagar, Lajpat Nagar",3.8,20+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Unmarried Kitchen - Value Meals and Combos,"North Indian, Punjabi","PREET VIHAR, East, Laxmi Nagar",3.8,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pind Balluchi,"Mughlai, North Indian","Central market, Lajpat Nagar, Lajpat Nagar",3.8,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Play Pizza,"Pizzas, Pastas","DDA Market, Nirman Vihar",3.8,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sanjay Chur Chur Naan,North Indian,"Moolchand Meetro Station, Lajpat Nagar",3.8,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Yellow Bowl ,"Chinese, Fast Food","Patparganj Rd, Krishna Nagar, Geeta Colony",3.8,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bombay canteen,Indian,"Lajpat Nagar, Lajpat Nagar",3.8,20+ ratings,₹ 149,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Haryana sweets & restaurant,"North Indian, Chinese","SOUTH GANESH NAGAR, Ganesh Nagar",3.8,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Linguini- Artisan Pizzas and Pastas,"Opens next at 11:15 am, tomorrowPizzas, Italian","Lajpat nagar, Greater Kailash",3.8,20+ ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
South Zone,"South Indian, North Indian","LAXMI NAGAR, Laxmi Nagar",3.8,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BTW,"South Indian, Beverages","Laxmi Nagar, Laxmi Nagar",3.8,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
China Town,"Chinese, Indian","JANGPURA, Jangpura",3.8,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chicago pizza,"Pizzas, Pastas","Lajpat Nagar, Lajpat Nagar",3.7,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
EATaliano-the gourmet pizzeria,Italian,"Nagar, Laxmi",3.8,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nathu's Sweets,"Sweets, Bakery","Vivek Marg, Laxmi Nagar",3.8,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
China Town,"Chinese, Indian","JANGPURA, Jangpura",3.8,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
EATaliano-the gourmet pizzeria,Italian,"Nagar, Laxmi",3.8,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Unmarried Kitchen - Value Meals and Combos,"North Indian, Punjabi","PREET VIHAR, East, Laxmi Nagar",3.8,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
South Zone,"South Indian, North Indian","LAXMI NAGAR, Laxmi Nagar",3.8,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bobby Tikki Wala,Fast Food,"Laxmi Nagar, Laxmi Nagar",3.9,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BIKANER SWEETS & SNACKS,Sweets,"Laxmi Nagar, Laxmi Nagar",3.8,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Champaran kitchen,"Indian, Seafood","Laxmi Nagar, Shakarpur Khas",3.8,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bikaneri Sweets Corner,"Sweets, Desserts","LAXMI NAGAR, Shakarpur",3.8,50+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dhading KTM,Chinese,"Lalita Park, Laxmi Nagar",3.8,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
La Pino'z Pizza,"Italian, Pizzas","Laxmi Nagar, Laxmi Nagar",3.8,1K+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Al kadeer Chicken corner,Mughlai,"MOTHER DAIRY ROAD, Shakarpur Khas",3.8,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ghalib Kabab Corner,"Kebabs, North Indian","Khan Market, Khan Market",3.8,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjabi Zaika,"Punjabi, Chinese","near khalsa college, Sant Nagar, Karol Bagh",3.8,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nathu Sweets,"North Indian, Sweets","Sunder Nagar, Sunder Nagar, Lodhi Colony",3.8,500+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
classic chicken,"Indian, Beverages","Connaught Place, Gole Market",3.8,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Giani,Ice Cream,"Gole Market, Gole Market",3.8,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Satnam Rasoi,"Opens next at 1:42 pm, todayIndian","Mayur Vihar, Vinod Nagar North",3.7,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Alkakori Alkauser,Mughlai,"Laxmi Nagar, Laxmi Nagar",3.7,20+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
NH1 Bowls - Highway To North,"North Indian, Punjabi","Laxmi Nagar, Laxmi Nagar",3.8,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chickeera,"American, Desserts","Khan Market, South extension",3.7,20+ ratings,₹ 650,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Sugar Free Keto Kafe - By Artinci,"Healthy Food, Keto","South Extension, Defence Colony",3.7,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chinese Monk (Authentic Pan Asian),"Chinese, Thai","South Extension, South Extension",3.7,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Winner Pizzas (Fresh Dough),"Pizzas, Italian","South Extension, South Extension",3.7,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ranch And Pepper,"American, Italian-American","Defence Colony, Defence Colony",3.7,20+ ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Capri Wings,"Italian, Mexican","South Extension, Defence Colony",3.7,20+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bihar Ki Rasoi,Bihari,"Dilli Haat INA, Kidwai Nagar",3.7,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Paranthewala,North Indian,"Vijay block, Laxmi Nagar",3.8,50+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Italy Pizzeria,"Pizzas, Bakery","Laxmi Nagar, Laxmi Nagar",3.7,20+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Indian Taste,"Indian, Chinese","Mayur Vihar, Laxmi nagar",3.7,20+ ratings,₹ 149,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
CHAMPARAN MEAT HOUSE,Indian,"Laxmi Nagar, Laxmi Nagar",3.7,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Joshi eating house,"Indian, Beverages","SHAKARPUR, Shakarpur Khas",3.7,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rominus Pizza And Burger,"Pizzas, Italian","Laxmi Nagar, Laxmi Nagar",3.7,500+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
La Milano Pizzeria,"Italian, Pizzas","Rajinder Nagar, Rajinder Nagar",3.7,100+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shawarma Kings,"Lebanese, Chinese","Apsara arcade, Rajinder Nagar",3.7,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chowringhee,"Indian, Chinese","China Market,Karol Bagh, Karol Bagh",3.7,1K+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
KRISHNA DHABA,North Indian,"Karol Bagh, Paharganj",3.7,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza Hut,Pizzas,"Wea Tank Road Karol Bagh, Karol Bagh",3.7,100+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Canteen Central by Eatfit,"Pizzas, American","Chuna Mandi Paharganj, karol Bagh",3.7,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Paratha Box by EatFit,"North Indian, Punjabi","Laxmi Narain Street, karol Bagh",3.7,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Swagat Dhaba,"North Indian, Punjabi","Paharganj, Paharganj",3.7,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Andhra Kodi Pulao,"Biryani, Indian","Connaught Place, Connaught Place",3.7,50+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DASAPRAKASH,"Opens next at 8:30 am, tomorrowSouth Indian, Beverages","Connaught Place, Connaught Place",3.9,20+ ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
I C Corner,Chinese,"Barakhamba Road, Barakhamba",3.7,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tandoori Handi (Since 1999) ,"North Indian, Chinese","Connaught Place, Connaught Place",3.7,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Subway,"Salads, Snacks","M Block, Connaught Place",3.7,100+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Slice,"Pizzas, Continental","Connaught Place, Connaught Place",3.7,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
United Coffee House,"Indian, Asian","E block, Connaught Place",3.7,50+ ratings,₹ 2500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
JVS,"Snacks, Fast Food","South campus, South Campus",3.6,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjabi's Veg Grill ( jheel wale ),"North Indian, Tandoor","Jheel Khuranja, Geeta Colony",3.6,100+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza Studio,"Pizzas, Pastas","Mayur Vihar Phase 1, Nirman Vihar",3.6,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Om Sai South Indian dosa,"South Indian, Indian","pandav nagar, Patparganj",3.6,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Make My Thali by Punjabi Tadka,"North Indian, Chinese","Laxmi Nagar, Mangal Bazar",3.6,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Riyaz Biryani Corner,"North Indian, Mughlai","Shakurpur, Shakarpur Khas",3.6,1K+ ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Karim's,Indian,"Laxmi Nagar, Shakarpur Khas",3.6,50+ ratings,₹ 499,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Wrap & Roll,"Fast Food, Chinese","Apsara Arcade, North Extension Area, Rajinder Nagar",3.6,500+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dayal Dhaba,North Indian,"34 BAIRD LANE, Gole Market",3.6,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Delhi Darbar Dhaba,"North Indian, Chinese","NDMC Market, Mandi House",3.6,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Southy,"Opens next at 2:29 pm, todaySouth Indian, Snacks","CP, Barakhamba",3.6,500+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Chaap Factory,"Opens next at 1:30 pm, todayNorth Indian, Snacks","Laxmi Nagar, Laxmi Nagar",3.5,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
High On Shakes,Indian,"south moti Bagh, South Moti Bagh",3.5,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chicken Paradise,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",3.5,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Five Star Chicken,"Opens next at 2 pm, todayAmerican","Laxmi Nagar, Laxmi Nagar",3.5,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Golden Fiesta,"Opens next at 11:30 am, tomorrowDesserts, Bakery","Central Market, Lajpat Nagar",3.5,20+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MADRAS CAFE,"South Indian, Chinese","Laxmi Nagar,  Chander nagar",3.5,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Slice,"Pizzas, Continental","Connaught Place, Connaught Place",3.7,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
United Coffee House,"Indian, Asian","E block, Connaught Place",3.7,50+ ratings,₹ 2500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
JVS,"Snacks, Fast Food","South campus, South Campus",3.6,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjabi's Veg Grill ( jheel wale ),"North Indian, Tandoor","Jheel Khuranja, Geeta Colony",3.6,100+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza Studio,"Pizzas, Pastas","Mayur Vihar Phase 1, Nirman Vihar",3.6,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Om Sai South Indian dosa,"South Indian, Indian","pandav nagar, Patparganj",3.6,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Make My Thali by Punjabi Tadka,"North Indian, Chinese","Laxmi Nagar, Mangal Bazar",3.6,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Riyaz Biryani Corner,"North Indian, Mughlai","Shakurpur, Shakarpur Khas",3.6,1K+ ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Karim's,Indian,"Laxmi Nagar, Shakarpur Khas",3.6,50+ ratings,₹ 499,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
ARSHAD  ALI  SHAHI  BIRYANI,"Biryani, Mughlai","Khan Market, Nizamuddin West",3.6,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Wrap & Roll,"Fast Food, Chinese","Apsara Arcade, North Extension Area, Rajinder Nagar",3.6,500+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dayal Dhaba,North Indian,"34 BAIRD LANE, Gole Market",3.6,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Delhi Darbar Dhaba,"North Indian, Chinese","NDMC Market, Mandi House",3.6,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Southy,"Opens next at 2:29 pm, todaySouth Indian, Snacks","CP, Barakhamba",3.6,500+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
