name,cuisine,location,rating,num_of_rating,price_for_two,url
Delicious Dhaba,"North Indian, Chinese","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sandwich Maniac,"Continental, Beverages","Uday Park, South Extension Ii",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Pizza Swag,"Opens next at 12 noon, tomorrowItalian, Pizzas","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MOMOS DARBAR ,Chinese,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Big Byte Takeaway,"Beverages, Pizzas","South Extension, South Extension",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Coffee Therapy,"Beverages, Snacks","South Campus, South Campus",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
KING PIZZA OF ITALIAN,"Fast Food, Indian","Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
LET'S DO DELLI,"Indian, Snacks","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Unique Cakery,Bakery,"South Delhi, South Delhi",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dhaba Culture By Rajshree,"Chinese, North Indian","Dilshad Gardens, Laxmi Nagar",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tikka Taj,"North Indian, Biryani","Karol Bagh, Karol Bagh",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rajshrees Kitchen,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Innings Break Cafe,"Italian, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Anardana,"Mughlai, Indian","South Campus, South Campus",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pind De Chur Chur Naan by Pind Balluchi,North Indian,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The bowl club by Pind Balluchi,Indian,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Al Pizzaria & Foods,"Burgers, Beverages","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Green Life Cafe,Healthy Food,"Kirti Nagar, Moti Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Winzo Foods,"North Indian, Snacks","South Campus, South Moti Bagh",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
THE PEPPER TALES,"Opens next at 11 am, tomorrowNorth Indian","Najafgarh, Najafgarh",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Delicious Dhaba,"North Indian, Chinese","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sandwich Maniac,"Continental, Beverages","Uday Park, South Extension Ii",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Pizza Swag,"Opens next at 12 noon, tomorrowItalian, Pizzas","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MOMOS DARBAR ,Chinese,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Big Byte Takeaway,"Beverages, Pizzas","South Extension, South Extension",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Coffee Therapy,"Beverages, Snacks","South Campus, South Campus",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
KING PIZZA OF ITALIAN,"Fast Food, Indian","Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
LET'S DO DELLI,"Indian, Snacks","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Unique Cakery,Bakery,"South Delhi, South Delhi",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dhaba Culture By Rajshree,"Chinese, North Indian","Dilshad Gardens, Laxmi Nagar",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Lemon kitchen,"Chinese, North Indian","South Extension, South Extension",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MANI'S CHICKEN INN,"North Indian, Chinese","Chwala chicken near Laxmi Nager, Geeta Colony Police station Opposite",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Branch Cafe,"Italian, Asian","South Ex 2, South Extension Ii",--,Too Few Ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nice Pizza Point,"Pizzas, Fast Food","Shahdara, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kadak Singh,"Opens next at 2:30 pm, todayNorth Indian, Chinese","South Extension, South Extension",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Unique Cakery,Bakery,"South Delhi, South Delhi",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kumar's Annapurna,"North Indian, Chinese","Sher Singh Bazar, Delhi",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sushi Junction,"Sushi, Japanese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 1100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kathi JUNCTION,"Chinese, Kebabs","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pal Refreshment Corner,"North Indian, Chinese","Jangpura Extension Market, New Lajpat Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
La Piazza - Hyatt regency Delhi,Italian,"R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Desi Ghee Ka Khana,"North Indian, Beverages","Bhogal, Lajpat Nagar",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Moti Mahal Delux,"North Indian, Chinese","Defence Colony, Defence Colony",--,Too Few Ratings,₹ 1200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Asha Nani Thali,"Opens next at 3:30 pm, todayThalis, North Indian","South Extension, South Extension",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
THE 3 STOREY MULTICUISINE RESTAURANT,Indian,"KRISHNA NAGAR, Laxmi Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Singh Chicken Corner,Indian,"Kirti nagar, kirti nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Advance Cakery,"Bakery, Fast Food","KRISHNA NAGAR, KRISHNA NAGAR",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Humpty Dumpty (Rice Bowl & Momos) ,"Chinese, Biryani","South Extension, South Extension",--,Too Few Ratings,₹ 99,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza Toppings,"Opens next at 6 am, tomorrowPizzas, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cnc,"Opens next at 10 am, tomorrowIndian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
CHINESE WOW,"Chinese, Asian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BIRYANI TALES,Biryani,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
STUPID BAR & KITCHEN,Indian,"Central Market, LAJPAT NAGAR-2, Lajpat Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
YAARA DI KITCHEN,"Indian, Chinese","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 299,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tiffin Fax,Thalis,"Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Murliwala Chinese hub,Chinese,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Paan Aroma,"Ice Cream, Paan","South Extension, South Extension",--,Too Few Ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Purana Chaman Dhaba,"North Indian, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Foodies junction,"Opens next at 4 pm, todayItalian, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
What a Waffle,Desserts,"South Ex 2, South Extension Ii",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Le Chef Restaurant,"North Indian, Chinese","Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Yo Anna Food,"South Indian, Beverages","South Campus, R.K Puram",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
King Starters,"Opens next at 2 pm, todayChinese, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Lemon kitchen,"Chinese, North Indian","South Extension, South Extension",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nice Pizza Point,"Pizzas, Fast Food","Shahdara, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
SINDHI RASOI,"North Indian, Snacks","South Campus, South Campus",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Hungers Point,"Opens next at 12:30 pm, tomorrowNorth Indian, Chinese","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dilli Nukkad,"Mughlai, North Indian","New Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Thali junction,"North Indian, Lucknowi","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Katyal Fast Food,"North Indian, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BAKE RIDERS,"Opens next at 11:15 am, tomorrowBakery","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 298,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
RDX RELOADED,"Opens next at 12:30 pm, tomorrowIndian, Chinese","Safdarjung Enclave, Safdarjung Enclave",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The shake cafe,Beverages,"Laxmi Nagar, Geeta colony",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
786 Chicken Biryani,"Biryani, Mughlai","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
YO YO MOMOS,Tibetan,"Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 99,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Apki Apni Rasoi,"North Indian, Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food club,"Biryani, Mughlai","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pate Full,"Opens next at 4:30 pm, todayNorth Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Funky Paratha,"North Indian, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kitchen 65,"Fast Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food Time,"Chinese, Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Gulab Wala,"Restaurant ClosedIndian, Sweets","Green Park FC, Green Park FC",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Branch Cafe,"Italian, Asian","South Ex 2, South Extension Ii",--,Too Few Ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Som Ki Rasoi(shudh shakahari),Indian,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 120,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Meme Story,"Fast Food, Italian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Jindal's Food,"North Indian, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
O pizza,Pizzas,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food Bus Of India,"Beverages, Chinese","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Scoops & Smile,"Beverages, Ice Cream","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 180,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Biryani & Pulao Collection by ITC Hotels,Indian,"South Campus, Chanakyapuri",--,Too Few Ratings,₹ 1000,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PASTASCIUTTA,Snacks,"Laxmi Nagar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
I am Momo's,Fast Food,"Laxmi Nagar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pema Food Corner,"Opens next at 2 pm, todayChinese, North Indian","Pandav Nagar, Pandav Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food plaza,"Snacks, North Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
YO YO MOMOS,Tibetan,"Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 99,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Apki Apni Rasoi,"North Indian, Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food club,"Biryani, Mughlai","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pate Full,"Opens next at 4:30 pm, todayNorth Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Funky Paratha,"North Indian, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kitchen 65,"Fast Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food Time,"Chinese, Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Gulab Wala,"Restaurant ClosedIndian, Sweets","Green Park FC, Green Park FC",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Branch Cafe,"Italian, Asian","South Ex 2, South Extension Ii",--,Too Few Ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Som Ki Rasoi(shudh shakahari),Indian,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 120,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Meme Story,"Fast Food, Italian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Jindal's Food,"North Indian, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
O pizza,Pizzas,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food Bus Of India,"Beverages, Chinese","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Scoops & Smile,"Beverages, Ice Cream","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 180,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Biryani & Pulao Collection by ITC Hotels,Indian,"South Campus, Chanakyapuri",--,Too Few Ratings,₹ 1000,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PASTASCIUTTA,Snacks,"Laxmi Nagar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
I am Momo's,Fast Food,"Laxmi Nagar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pema Food Corner,"Opens next at 2 pm, todayChinese, North Indian","Pandav Nagar, Pandav Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food plaza,"Snacks, North Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
A-ONE CHICKEN MURADABADI BIRYANI,Biryani,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Matka Biryani Corner,"Biryani, Ice Cream","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
biryani by kimo,Biryani,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Hilton restaurant,"Biryani, Fast Food","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
24/7 MUMMY DI RASOI,"North Indian, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Junction of food,"Biryani, Snacks","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Koyla Kebab,Indian,"Defence Colony Market, Lajpat Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cakes Of Dreams,Bakery,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Flavour Of Italy,"Opens next at 2:30 pm, todayPizzas, Fast Food","South Extension, South Extension",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
1 Oak Cafe & Bar,"Snacks, Italian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 1600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Honey The Kathi Roll,Snacks,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Desi Frangi,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
AADI The Kathi Roll,"Fast Food, Snacks","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Biryani Bowl,Fast Food,"Laxmi Nagar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Spicy hut,"Pizzas, Fast Food","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sugar Room,"Bakery, Desserts","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Momo Mom by Oriental Mom,"Pan-Asian, Tibetan","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
GolgapppaG,"Chaat, Snacks","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 240,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
JANTA MEAT AND CHICKEN SHOP,"Restaurant ClosedNorth Indian, Snacks","South Extension, South Extension",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Singh Chicken Corner,Indian,"Kirti nagar, kirti nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Manisha's Bakery 24x7,"Bakery, Desserts","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
OHB PIZZA,Pizzas,"Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Optimum Quick Bites,"Indian, Pizzas","Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
INA KITCHEN CO.,"Opens next at 11 am, tomorrowChaat, Continental","South Extension, Ina Colony",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
APNA CHULHA,"Indian, Thalis","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 280,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Aryan Chicken Hub,"Opens next at 5 pm, todayNorth Indian, Biryani","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 550,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Elegant cuisine house,"North Indian, Chinese","South Extension, South Extension",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Curries and Tikkaas,"Indian, Chinese","Greater Kailash 2, Lajpat Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
RJ Foods & Services,"Chinese, North Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MOkru,Chinese,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 199,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
THE JFC,"Biryani, Chinese","west patel nagar, west patel nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ugly Delicious - Saucy Monster Bowls,Biryani,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
CAPTAIN PARANTHA,"Opens next at 11 am, tomorrowNorth Indian","South Extension, South Extension",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Soya Tandoori Junction,"Opens next at 4 pm, todayTandoor, North Indian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
